TIDM,Name,Industry,Subsector,Price,Graham number / Close,1y ago Graham number / Close  1y ago,EV / EBIT,1y ago EV / EBIT,EV / EBIT 5y av.,fc PE,PE,1y ago PE,PE 5y av.,PE 10y av.,PEG,1y ago PEG,Price to NAV,1y ago price to NAV,Yield,Dividend Cover,Broker consensus,Previous consensus,EBIT (m),Dir holdings 3m change %,City holdings 3m change %,Net debt to EBITDA,% Total Return 1y,EV / Free cash flow,Beta 1y daily (vs. UKX) TTM,
MATE,JPMorgan Multi-Asset Trust PLC,Financials,Closed End Investments,£0.9,,1.5225,,,,,,12.5,,,,,0.9,1.0,4.8,,,,0.0,0.0000,0.0000,,5.16,43.5,0.36,
JMI,JPMorgan Smaller Companies Investment Trust PLC,Financials,Closed End Investments,£2.66,,5.3864,,,,,,2.3,,,,,0.8,0.9,2.6,,,,0.0,0.0000,0.0000,,9.6,57.9,0.77,
JUSC,JPMorgan US Smaller Companies IT PLC,Financials,Closed End Investments,£3.525,,2.3163,,,,,,6.9,,,,,0.8,1.0,0.7,,,,0.0,-0.0309,0.0000,,-2.74,-826.6,0.78,
JTC,JTC PLC,Financials,Asset Managers and Custodians,£7.4125,0.61103,0.56867,31.3,49.0,32.1,20.1,22.2,35.9,25.5,,2.1,1.2,2.8,3.9,1.4,3.3,Buy,Buy,43.8,-0.0997,0.3281,2.3,10.4,42.0,1.33,
JLP,Jubilee Metals Group PLC,Basic Materials,Platinum and Precious Metals,£0.0735,1.504,1.3269,7.3,8.9,,54.4,10.5,10.3,,,,,1.0,3.1,,,Buy,Buy,27.0,0.0000,0.0000,-0.2,-36.6,-9.1,0.76,
JDG,Judges Scientific PLC,Industrials,Electronic Equipment - Gauges and Meters,£88.90,0.2954,0.25494,29.2,35.1,29.0,24.6,24.6,35.8,27.2,22.1,>10,0.7,10.4,12.4,0.9,4.4,Buy,Buy,21.3,8.7658,-0.0103,1.2,22.6,56.4,0.19,
JUP,Jupiter Fund Management PLC,Financials,Asset Managers and Custodians,£0.94275,2.0945,3.6396,2.9,7.0,7.6,7.5,8.4,8.1,9.9,12.8,0.7,,0.6,1.6,8.8,1.3,Hold,Hold,133.8,0.0002,0.0000,-1.1,8.27,2.6,1.59,
JGC,Jupiter Green Investment Trust PLC,Financials,Closed End Investments,£1.985,,,,,,,,,,,,,0.8,0.8,,,,,0.0,-0.0238,0.0000,,1.79,-146.7,0.06,
JET,Just Eat Takeaway.Com NV,Consumer Discretionary,Diversified Retailers,£9.805,,,,,,,,,,,,,0.3,0.8,,,Outperform,Outperform,-5683.0,0.0000,0.0000,18.9,-34.1,-6.9,2.50,
JUST,Just Group PLC,Financials,Life Insurance,£0.7015,,5.1117,,9.8,,2.7,,4.5,,,,,0.3,0.4,2.5,,Outperform,Outperform,-184.7,-0.0035,0.0041,,16.6,8.0,1.51,
JZCP,JZ Capital Partners Ltd,Financials,Closed End Investments,£1.625,1.0844,1.1639,,,,,58.0,26.1,,,,,0.5,0.4,,,,,0.0,0.0000,-9.9957,,-14.5,2.8,0.24,
KBT,K3 Business Technology Group PLC,Technology,Software,£1.15,,,,,,104.5,,,,,,,1.6,2.2,,,No Opinion,No Opinion,-3.5,0.1251,28.3433,-1.2,-8.37,-30.2,0.04,
0AAH,Kahoot! ASA,,,NOK 34.2005,,,,,,,,,,,,,,,,,,,,,,,78.3,,0.39,
KNOS,Kainos Group Ltd,Technology,Software,£11.445,0.27025,0.21353,24.9,33.6,30.7,25.1,27.3,34.7,35.6,,3.2,3.0,11.2,15.2,2.1,1.8,Outperform,Outperform,54.0,0.1873,-1.6823,-1.5,-6.88,22.5,1.26,
KAKU,Kakuzi Ltd,Consumer Staples,Soft Drinks,£0.925,586.85,348.16,5.1,2.7,2.3,,3.8,8.6,5.0,4.9,,0.05,0.5,0.5,14.7,1.8,,,1221.7,0.0000,0.0000,-0.9,14.7,-4756.1,0.00,
KNB,Kanabo Group PLC,Consumer Staples,Drug Retailers,£0.017,,3.4445,,,,,,7.4,,,,,0.6,10.0,,,,,-5.4,0.0000,0.0000,,-29.2,-2.1,0.28,
KDR,Karelian Diamond Resources PLC,Basic Materials,Diamonds and Gemstones,£0.0475,,,,,,,,,,,,,0.4,0.4,,,,,-0.4,0.0000,0.0000,,121,-10.6,-0.36,
0P3C,Karolinska Development AB,Health Care,Biotechnology,kr1.6105,,,,,,,,,,,,,0.4,1.1,,,,,-30.4,,,,-14.1,-9.3,0.57,
KAT,Katoro Gold PLC,Basic Materials,Gold Mining,£0.00075,,,,,,,,,,,,,5.6,2.4,,,,,-0.6,-1.9296,-3.7341,,-72.7,-0.2,-0.02,
KAV,Kavango Resources PLC,Basic Materials,Nonferrous Metals,£0.00725,,,,,,,,,,,,,0.5,3.9,,,,,-2.3,0.0000,-0.1257,,-54.7,-1.2,-0.56,
KZG,Kazera Global PLC,Industrials,Professional Business Support Services,£0.00675,,,,,,,,,,,,,2.0,3.3,,,No Opinion,No Opinion,-2.0,0.6228,-1.2162,,-18.2,-4.1,0.43,
KCR,KCR Residential REIT PLC,Real Estate,Residential REITs,£0.095,,,,,,,,,,,,,0.3,0.4,,,No Opinion,No Opinion,0.0,0.0000,0.0000,,-36.7,-14.2,0.30,
KEFI,Kefi Gold and Copper PLC,Basic Materials,General Mining,£0.0067,,,,,,,,,,,,,1.0,1.0,,,No Opinion,No Opinion,-5.8,0.0000,0.0000,,16.9,-5.2,0.61,
KLR,Keller Group PLC,Industrials,Engineering and Contracting Services,£7.44,1.6314,1.616,8.8,10.6,9.3,6.7,7.5,11.7,8.4,10.0,0.6,0.6,1.1,1.7,5.0,2.7,Buy,Buy,99.7,0.0000,0.0000,1.5,20.9,-16.7,0.84,
KLSO,Kelso Group Holdings PLC,Financials,Open End and Miscellaneous Investment Vehicles,£0.0215,,,,,,,,,,,,,3.4,2.4,,,,,-0.2,2.7714,-0.7873,,16.2,-16.1,0.83,
KEN,Kendrick Resources PLC,Basic Materials,General Mining,£0.0075,,0.31731,,,,,,,,,,,0.3,,,,,,-0.4,0.0000,0.0000,,-51.6,-0.0,-0.06,
KMR,Kenmare Resources PLC,Basic Materials,General Mining,£4.1075,5.6119,3.8318,1.8,4.6,6.5,3.0,2.4,5.4,9.8,,,0.07,0.4,0.6,10.8,3.9,Outperform,Outperform,231.8,0.0214,-9.7204,-0.1,19.2,2.8,0.25,
KRS,Keras PLC,Basic Materials,Iron and Steel,£0.0415,,,,,,,,,,,,,0.8,,,,,,-0.7,0.0000,2.8590,,-21,-3.1,-1.03,
KYGA,Kerry Group PLC,Consumer Staples,Food Products,€79.10,0.71839,0.56784,17.8,27.7,25.0,18.3,18.6,29.5,26.9,24.9,>10,1.9,2.3,3.5,1.3,4.2,Outperform,Outperform,919.1,0.0000,0.0000,1.8,-12.5,35.1,0.68,
KEYS,Keystone Law Group PLC,Industrials,Professional Business Support Services,£5.00,0.34985,0.3956,17.5,30.9,28.0,19.4,20.7,36.7,32.8,,3.1,>10,,14.3,3.2,1.5,Buy,Buy,8.5,0.0350,-0.3626,-0.9,17.6,21.5,0.48,
KPC,Keystone Positive Change Investment Trust PLC,Financials,Closed End Investments,£2.035,,3.1567,,,,,,6.6,,,,,0.9,1.0,0.2,,,,0.0,0.0000,1.0058,,0.941,-150.5,0.90,
KWS,Keywords Studios PLC,Consumer Discretionary,Electronic Entertainment,£14.95,0.87875,0.47813,16.8,43.5,43.7,15.4,15.4,39.2,34.0,31.7,,1.4,2.4,5.7,0.2,42.4,Buy,Buy,80.4,0.0064,6.0873,-0.3,-34.5,16.1,1.30,
KIBO,Kibo Energy PLC,Basic Materials,General Mining,£0.00055,4.5742,,,,,2.2,,,,,,,5.3,0.5,,,No Opinion,No Opinion,-3.4,0.0000,0.0000,,-68.1,-1.5,0.06,
KIE,Kier Group PLC,Industrials,Construction,£1.124,1.9497,3.1637,6.9,12.7,,5.6,6.1,4.1,5.5,9.8,0.8,0.3,1.0,0.5,,,Buy,Buy,91.6,0.0161,9.6568,0.7,67.5,6.9,1.01,
KCT,Kin and Carta PLC,Technology,Computer Services,£0.783,1.4435,0.40013,9.0,56.0,,11.9,9.4,50.0,19.1,14.1,,0.7,1.1,5.0,,,Buy,Buy,17.1,0.0000,1.4059,0.6,-56.1,33.3,0.57,
KGF,Kingfisher PLC,Consumer Discretionary,Home Improvement Retailers,£2.1765,2.1289,2.2318,8.8,7.3,8.7,9.7,7.5,9.5,9.8,10.7,,,0.6,1.0,5.6,2.4,Hold,Hold,740.0,0.0037,0.0000,1.8,2.52,-76.6,1.28,
KAY,Kings Arms Yard VCT PLC,Financials,Closed End Investments,£0.203,0.49089,2.1228,,,,,101.5,5.8,38.1,,,,1.0,0.9,5.7,0.2,,,0.0,0.0000,0.0000,,2.39,-30.3,-0.00,
0KGP,Kingspan Group PLC,,,€72.80,,,,,,,,,,,,,,,,,,,,-1.0148,-18.8857,,50.3,,1.34,
KWG,Kingswood Holdings Ltd,Financials,Asset Managers and Custodians,£0.18,0.32409,,,,,40.0,,,,,,,0.5,0.7,,,Buy,Buy,0.0,-0.0001,0.0000,,-21.7,-42.5,0.47,
KINO,Kinovo PLC,Industrials,Security Services,£0.56,,,7.6,7.5,,8.0,8.3,6.5,6.9,,2.8,0.2,-52.9,-147.7,,,Buy,Buy,4.6,0.3005,-6.2046,-0.0,75,22.4,-0.56,
KIST,Kistos Holdings PLC,Energy,Oil - Crude Producers,£2.215,1.6084,0,0.3,,,1.5,5.5,4.9,,,0.02,,2.1,,,,Buy,Buy,291.1,0.0000,0.3514,-0.3,-52.4,0.3,0.35,
KITW,Kitwave Group PLC,Consumer Staples,Food Retailers and Wholesalers,£2.65,0.84109,1.0572,12.3,,,9.6,12.2,18.5,,,0.4,0.1,2.6,1.7,3.5,2.4,Buy,Buy,18.8,-1.2143,0.3974,1.5,87.7,14.2,0.17,
KGH,Knights Group Holdings PLC,Industrials,Professional Business Support Services,£0.9945,2.2064,2.4137,7.7,12.2,21.7,4.7,5.0,6.8,17.1,,0.7,0.4,0.9,1.1,4.0,5.0,Buy,Buy,20.7,-0.3083,-8.8878,2.2,26.2,17.8,0.55,
KOD,Kodal Minerals PLC,Basic Materials,General Mining,£0.0055,0,0,,,,,,,,,,,6.3,3.6,,,Buy,Buy,-1.5,0.0735,0.0000,,108,-25.4,-0.88,
KNM,Konami Corp JPY50,Consumer Discretionary,Electronic Entertainment,¥7959,50.383,69.075,19.2,11.2,15.4,,30.9,19.2,25.5,32.3,,,2.9,3.0,1.6,2.1,,,47872.0,,,-2.2,191,-60.7,0.14,
KOO,Kooth PLC,Technology,Consumer Digital Services,£3.01,,,,,,,,,,,,,9.5,10.4,,,Buy,Buy,-0.9,-0.1476,-2.5843,-5.2,168,76.1,0.50,
KP2,Kore Potash PLC,Basic Materials,General Mining,£0.00625,0,,,,,,,,,,,,0.2,0.2,,,Buy,Buy,-1.5,0.0000,0.7789,,-39,-3.8,0.29,
KOS,Kosmos Energy Ltd,Energy,Oil - Crude Producers,£6.60,1.0969,0.62883,5.2,11.4,,12.0,5.7,11.0,,,,0.03,4.6,3.0,,,Buy,Buy,1115.3,0.0000,0.0000,1.3,37.5,18.1,1.16,
KRM,KRM22 PLC,Financials,Closed End Investments,£0.365,,,,,,,,,,,,,4.2,2.4,,,No Opinion,No Opinion,-2.6,0.0000,0.0000,,-32.4,-4.3,-0.00,
KMK,Kromek Group PLC,Health Care,Medical Equipment,£0.0405,,,,,,,,,,,,,0.4,0.9,,,No Opinion,No Opinion,-6.1,-0.0045,15.7234,,-50.9,-3.5,0.14,
KRPZ,Kropz PLC,Basic Materials,General Mining,£0.0175,,,,,,,,,,,,,0.4,0.5,,,No Opinion,No Opinion,-9.6,-0.4621,0.0000,0.4,-64.3,-0.7,-0.75,
LRE,Lancashire Holdings Ltd,Financials,Property and Casualty Insurance,£5.8975,,,70.1,,,5.9,,,,,,,1.4,1.2,2.0,,Outperform,Outperform,23.8,0.0008,0.1742,,19.5,5.0,0.74,
LAND,Land Securities Group PLC,Real Estate,Diversified REITs,£5.747,1.8224,2.0544,,10.9,,11.5,10.9,16.4,14.6,19.3,,1.5,0.6,0.7,6.7,1.4,Hold,Outperform,-530.0,0.0020,-1.2725,,18.2,31.5,1.22,
LND,Landore Resources Ltd,Basic Materials,General Mining,£0.094,,,,,,,,,,,,,10.5,24.0,,,No Opinion,Buy,-5.6,-5.2223,0.0000,,-43.9,-7.6,0.59,
LOGP,Lansdowne Oil & Gas PLC,Energy,Oil - Crude Producers,£0.00105,0,0,,,,,,,,,,,0.07,0.3,,,,,-0.3,-0.0752,-3.9233,,-80.9,-4.9,-0.46,
LTHM,Latham (James) PLC,Industrials,Industrial Suppliers,£11.25,1.7633,1.8789,3.8,3.6,7.1,11.7,6.3,5.4,9.5,11.4,,,1.2,1.5,2.5,6.4,No Opinion,No Opinion,44.7,0.0240,0.0000,-1.2,6.27,5.3,0.34,
LWDB,Law Debenture Corp (The) PLC,Financials,Closed End Investments,£8.015,,2.0918,,,,,,6.5,,,,,1.3,1.1,3.8,,,,0.0,0.0001,0.0000,,23.1,37.5,1.11,
LBG,LBG Media PLC,Consumer Discretionary,Publishing,£0.835,0.7031,0.83456,9.6,21.6,15.6,13.5,16.1,31.5,,,0.9,,2.8,7.8,,,Buy,Buy,14.9,-2.6857,0.0000,-1.7,7.75,-28.2,0.81,
LTG,Learning Technologies Group PLC,Technology,Software,£0.66325,1.4532,0.68866,6.6,28.6,32.8,8.4,8.3,35.6,27.7,32.4,,0.6,1.2,3.8,2.4,5.1,Buy,Buy,100.9,0.0000,0.9065,1.4,-35.5,13.7,1.54,
LDSG,Leeds Group PLC,Basic Materials,Textile Products,£0.12,,,,273.1,,,,,,,,,0.3,0.5,,,,,-1.3,0.0000,0.0000,35.3,-20,-4.5,0.25,
LGEN,Legal & General Group PLC,Financials,Life Insurance,£2.2165,1.7911,1.6265,,2.3,,11.5,6.1,9.1,9.4,11.5,,0.8,1.1,1.6,8.7,1.9,Outperform,Outperform,2949.0,0.0000,0.0000,,9.53,,1.53,
0RFZ,Lehto Group Oyj,Real Estate,Real Estate Holding and Development,€0.3845,,,,,,,,,,,,,0.5,0.8,,,,,-43.2,,,,0,-3.0,0.00,
LINV,Lendinvest PLC,Financials,Mortgage Finance,£0.41,2.4754,1.1135,82.5,67.6,75.1,5.0,4.8,20.3,,,,,0.7,2.7,11.0,1.9,Buy,Buy,14.3,-1.8988,-1.1619,78.5,-60.9,-178.8,0.18,
LETS,Let's Explore Group PLC,Industrials,Electronic Equipment - Gauges and Meters,£0.0255,0.57805,,,,,,27.5,,,,,,2.1,3.9,,,No Opinion,No Opinion,-1.9,0.0000,0.0000,,-27.1,-7.1,0.79,
LEX,Lexington Gold Ltd,Basic Materials,Gold Mining,£0.0565,,,,,,,,,,,,,4.9,2.6,,,,,-0.7,0.0893,-1.3145,,54.8,-17.6,-0.11,
LIB,Libertine Holdings PLC,Industrials,Machinery - Specialty,£0.025,,0.097955,,,,,,,,,,,0.5,,,,Buy,Buy,-0.9,0.0000,0.0000,,-88.1,,-0.19,
0MDS,Liberty Latin America Ltd,Telecommunications,Telecommunications Services,$7.815,,,14.3,15.0,18.6,,,,,,,,0.9,1.2,,,,,663.8,,,4.2,15.6,45.5,1.04,
0MDR,Liberty Latin America Ltd,Telecommunications,Telecommunications Services,$8.04,,,14.3,15.0,18.5,,,,,,,,0.9,1.2,,,,,663.8,,,4.2,34,45.5,0.58,
LABS,Life Science Reit PLC,Real Estate,Health Care REITs,£0.696,0.53102,,,,,47.8,102.0,,,,0.9,,0.8,1.0,5.6,0.2,Buy,Buy,0.0,0.0000,15.8464,,-0.798,-34.5,0.19,
LSAA,Life Settlement Assets PLC,Financials,Closed End Investments,$1.55,0.4979,2.846,,,,,129.2,4.7,,,,,0.7,0.6,,,,,0.0,0.0000,0.0000,,15,1.7,0.01,
LIFS,Lifesafe Holdings PLC,Industrials,Building Materials - Other,£0.325,,0.36983,,,,,,,,,,,4.2,,,,No Opinion,No Opinion,-2.0,0.3543,16.1155,,-21.7,-4.3,0.11,
LST,Light Science Technologies Holdings PLC,Industrials,Machinery - Agricultural,£0.025,,,,,,,,,,,,,2.6,10.7,,,No Opinion,No Opinion,-2.6,0.0000,1.9520,,-63,-2.9,0.11,
LIKE,Likewise Group PLC,Consumer Discretionary,Household Furnishings,£0.195,,,149.2,403.8,,21.7,,,,,,,1.2,4.0,2.1,,No Opinion,No Opinion,0.5,-5.3420,0.4086,5.4,-1.5,-11.6,0.34,
0AB4,Lilium NV,,,$0.791,,,,,,,,,,,,,,,,,,,,,,,-62.3,,1.68,
LME,Limitless Earth PLC,Financials,Diversified Financial Services,£0.0275,,,,,,,,,,,,,1.6,5.4,,,,,-0.6,-0.1723,-4.4774,,-71.1,-3.9,0.39,
LTI,Lindsell Train Investment Trust (The) PLC,Financials,Asset Managers and Custodians,£890.00,,,,,,,,,,,,,0.8,1.0,5.9,,,,0.0,0.1125,0.0000,,-3.93,13.6,0.34,
LIO,Liontrust Asset Management PLC,Financials,Asset Managers and Custodians,£5.7875,1.5584,1.2287,4.5,7.6,11.5,7.3,5.4,10.0,12.5,12.9,,,1.7,4.2,12.2,1.5,Outperform,Outperform,58.9,-0.0945,-4.8510,-1.3,-13.9,6.3,1.83,
BOOK,Literacy Capital PLC,Financials,Closed End Investments,£5.075,1.9451,2.2772,,,,,4.9,2.3,,,,,,1.1,,,,,0.0,-0.1167,0.0000,,29.1,-81.3,-0.02,
0JVB,Lithium Corp,Basic Materials,General Mining,$0.0934,,,,179.0,,,,,,,,,5.3,24.5,,,,,-1.0,,,,-46,-13.7,-0.01,
LIT,Litigation Capital Management Ltd,Financials,Consumer Lending,£1.04,3.0022,1.4959,9.5,21.3,15.3,,7.3,27.3,21.3,,,0.08,1.3,2.1,2.1,6.6,Buy,Buy,50.4,0.0000,0.0000,4.5,46.3,-29.6,0.23,
LVCG,Live Company Group PLC,Consumer Discretionary,Media Agencies,£0.0205,,,,,,,,,,,,,0.6,0.8,,,No Opinion,No Opinion,-3.1,0.0000,0.0000,,-46.1,-14.7,-0.05,
LIV,Livermore Investments Group Ltd,Financials,Asset Managers and Custodians,£0.38,,3.9594,,,,,,4.4,,,,,0.6,0.6,,,,,0.0,0.0000,0.0000,,-21,3.7,-0.02,
LLOY,Lloyds Banking Group PLC,Financials,Banks,£0.4401,2.4576,2.641,,,,5.8,5.6,6.5,12.6,37.8,,1.0,0.6,0.6,5.4,3.3,Outperform,Outperform,0.0,0.0012,0.0000,,11.2,29.3,1.26,
LMS,LMS Capital PLC,Financials,Closed End Investments,£0.2155,,1.7812,,,,,,15.7,,,,,0.4,0.6,4.3,,,,0.0,0.0000,0.0000,,-28.7,4.7,0.01,
LSAI,Location Sciences Group PLC,Technology,Software,£0.0014,0,,,,,,,,,,,,0.9,2.6,,,No Opinion,No Opinion,-0.6,0.0000,-2.8327,,-12.5,,0.32,
LDG,Logistics Development Group PLC,Industrials,Trucking,£0.13625,0.67712,5.9605,,,,,67.5,1.1,,,,,0.7,0.7,,,Buy,Buy,1.1,0.0000,0.0000,,13.2,,0.19,
LOK,Lok'nStore Group PLC,Real Estate,Real Estate Holding and Development,£7.08,0.89071,0.45199,23.8,38.8,34.9,22.8,27.5,63.9,46.8,40.1,1.3,0.5,1.0,1.4,2.4,1.5,Outperform,Outperform,11.1,-1.4007,-7.5391,1.9,-9.81,127.1,0.52,
LAS,London & Associated Properties PLC,Real Estate,Real Estate Holding and Development,£0.1075,3.302,,1.6,16.9,,,2.6,,,,,,0.3,0.3,,,,,35.2,0.0000,0.0000,20.5,-37.1,2.7,-0.02,
LFI,London Finance & Investment Group PLC,Financials,Asset Managers and Custodians,£0.365,,2.3671,,,,,,8.4,,,,,0.7,0.7,3.2,,,,0.0,0.0000,0.0000,,10.7,43.5,-0.11,
LSC,London Security PLC,Industrials,Professional Business Support Services,£30.00,0.69987,0.8078,12.6,10.9,10.6,,18.2,16.2,16.0,17.6,,>10,2.5,2.4,2.8,2.0,,,27.2,0.0000,0.0000,-0.7,25.9,26.0,0.03,
LSEG,London Stock Exchange Group PLC,Financials,Investment Services,£81.86,0.66586,0.6765,31.6,33.3,32.9,24.8,26.1,23.1,31.1,28.2,4.7,4.2,1.8,1.6,1.3,3.0,Outperform,Outperform,1722.0,0.0313,-4.8533,1.9,7.81,35.1,0.47,
LMP,Londonmetric Property PLC,Real Estate,Diversified REITs,£1.7025,1.2514,1.4425,,4.9,,16.3,16.6,27.6,21.7,22.8,8.3,9.2,0.9,1.1,5.6,1.1,Outperform,Outperform,-473.7,-1.0266,29.6408,,4.81,34.4,1.15,
LBE,Longboat Energy PLC,Energy,Offshore Drilling and Other Services,£0.1675,7.3226,1.4038,,,,,0.9,45.0,,,,0.04,0.5,1.0,,,Buy,Buy,-5.6,0.5072,0.0000,,-58.1,-0.6,-1.26,
LOOK,Lookers PLC,Consumer Discretionary,Specialty Retailers,£1.296,1.6299,2.9871,9.0,6.9,,9.2,7.1,3.3,19.3,14.5,,,1.2,0.7,2.3,6.1,Outperform,Outperform,107.1,0.0007,17.9884,2.7,93.6,-39.8,0.39,
LOOP,LoopUp Group PLC,Technology,Software,£0.0225,,,,,,,,,,,,,0.1,0.4,,,No Opinion,Buy,-11.0,-0.0171,0.0000,,-64.8,-1.8,0.97,
LORD,Lords Group Trading PLC,Industrials,"Building, Roofing/Wallboard and Plumbing",£0.615,1.1569,0.80914,9.6,18.0,,11.0,8.0,21.9,,,,0.6,1.9,4.9,3.3,3.8,Buy,Buy,17.1,0.0000,0.0000,2.1,-4.51,17.1,0.19,
LGRS,Loungers PLC,Consumer Discretionary,Restaurants and Bars,£1.905,0.82516,1.069,22.6,13.3,,20.6,23.5,14.8,,,1.6,,1.4,1.9,,,Buy,Buy,15.0,-0.2608,-20.7106,3.0,-7.75,-171.7,0.04,
LWI,Lowland Investment Co PLC,Financials,Closed End Investments,£1.12,,3.7064,,,,,,2.7,,,,,1.0,0.9,5.4,,,,0.0,0.0000,0.0000,,10.8,22.7,1.09,
LPA,LPA Group PLC,Industrials,Electrical Components,£0.82,1.0424,,,,,29.3,28.3,,,,,,0.7,0.7,,,No Opinion,No Opinion,-0.2,0.0000,0.0000,0.9,12.3,-17.8,-0.07,
LSL,LSL Property Services PLC,Real Estate,Real Estate Services,£2.585,1.1061,1.3437,,9.8,,41.7,9.1,11.0,9.5,10.3,,,2.0,2.0,4.5,2.5,Outperform,Outperform,-57.0,0.0004,0.0438,,-14.5,16.9,0.36,
LUCE,Luceco PLC,Technology,Electronic Components,£1.234,0.9665,1.8164,11.8,15.9,13.7,11.9,11.0,17.6,14.8,,,,2.2,6.4,3.8,2.4,Outperform,Outperform,19.0,0.1118,0.0000,1.0,47.8,8.0,0.79,
LLAI,Lunglife Ai Inc,Health Care,Biotechnology,£0.8,,,,,,,,,,,,,2.2,3.2,,,Buy,Buy,-7.7,0.0559,0.0000,-0.4,-33.3,-4.2,0.43,
LXI,LXI REIT PLC,Real Estate,Diversified REITs,£0.892,1.7994,1.2911,,,,11.5,10.8,24.3,20.0,,,0.7,0.7,1.0,7.0,1.3,Buy,Buy,0.0,-0.0046,0.0070,,-20.9,21.4,1.02,
WINK,M Winkworth PLC,Real Estate,Real Estate Services,£1.45,0.88752,0.86517,5.7,6.4,7.5,11.7,9.5,10.1,12.0,12.3,,,2.9,4.0,7.6,1.4,No Opinion,No Opinion,2.5,0.0000,0.0000,-1.5,-6.63,5.8,-0.21,
MPE,M.P. Evans Group PLC,Consumer Staples,"Farming, Fishing, Ranching and Plantations",£7.34,2.1466,1.8099,4.6,6.5,18.9,8.6,6.6,8.3,43.1,37.5,,>10,1.0,1.4,5.7,2.6,Buy,Buy,104.4,-1.9250,0.0000,-0.3,-7.78,6.9,-0.01,
SAA,M&C Saatchi PLC,Consumer Discretionary,Media Agencies,£1.4125,0.64654,0.55284,8.8,8.5,41.8,9.6,10.6,16.7,25.9,23.4,1.0,0.5,4.6,6.3,,,Outperform,Outperform,23.1,0.0849,-0.0543,0.6,7.74,21.3,0.29,
MGCI,M&G Credit Income Investment Trust PLC,Financials,Asset Managers and Custodians,£0.879,,1.0566,,,,,,23.7,,,,,0.9,1.0,5.9,,,,0.0,0.0005,0.0000,,3.45,-181.2,0.04,
MNG,M&G PLC,Financials,Asset Managers and Custodians,£1.936,,1.425,,7.0,,9.7,,16.0,,,,,1.7,1.0,9.7,,Outperform,Outperform,-2199.0,0.0000,0.0000,,27.1,-6.0,1.24,
MACA,Mac Alpha Ltd,Financials,Diversified Financial Services,£1.75,0,,,,,,,,,,,,,,,,,,-0.1,0.0000,0.0000,,-12.5,-14.5,0.02,
MPO,Macau Property Opportunities Fund Ltd,Financials,Closed End Investments,£0.49,,,,,,,,,,,,,0.5,0.6,,,,,0.0,0.0000,0.0000,,-14.8,-48.9,-0.20,
MACF,Macfarlane Group PLC,Industrials,Containers and Packaging,£1.10,1.1096,1.1845,9.7,11.8,12.2,9.2,11.1,15.1,14.1,13.2,0.5,1.1,1.6,2.2,3.1,2.9,Buy,Buy,21.7,0.1901,-0.8046,1.1,25.2,28.2,0.15,
MTEC,Made Tech Group PLC,Technology,Computer Services,£0.1375,0.59581,0.68335,,,,12.6,45.8,27.3,,,0.2,,1.3,3.6,,,Buy,Buy,-1.0,0.1321,0.0000,-5.5,-46.6,-3.2,0.49,
MAI,Maintel Holdings PLC,Telecommunications,Telecommunications Services,£1.65,,1.3694,,30.6,,7.0,,11.0,,,,,1.2,2.2,,,No Opinion,No Opinion,-3.1,0.0015,0.0000,4.3,-35.3,10.6,-0.06,
MAJE,Majedie Investments PLC,Financials,Closed End Investments,£1.96,,3.4263,,,,,,4.5,,,,,0.9,0.8,4.3,,,,0.0,0.0243,4.3069,,23.1,12.5,0.62,
MLVN,Malvern International PLC,Industrials,Business Training and Employment Agencies,£0.245,1.815,6.2031,,,,,,,,,,,-1.6,-1.2,,,No Opinion,No Opinion,-0.9,0.0000,0.0000,,172,16.1,0.48,
EMG,Man Group PLC,Financials,Asset Managers and Custodians,£2.1555,1.7306,1.3531,4.1,7.5,11.2,11.9,5.4,7.9,9.5,10.8,,0.3,2.0,2.6,5.9,3.2,Outperform,Outperform,748.0,-0.0443,0.0000,-0.1,-2.34,4.5,1.26,
MNL,Manchester & London Investment Trust PLC,Financials,Closed End Investments,£4.225,,2.6882,,,,,,10.1,,,,,0.9,0.9,3.3,,,,0.0,0.0000,0.0000,,24.4,-47.5,0.80,
MANO,Manolete Partners PLC,Financials,Asset Managers and Custodians,£1.65,,0.64534,,23.3,,14.7,,27.9,,,,,1.9,2.5,,,Outperform,Outperform,-2.2,0.0481,0.0000,,-21.1,53.4,-0.06,
MFX,Manx Financial Group PLC,Financials,Consumer Lending,£0.165,2.2828,2.5503,,,,,5.0,5.4,5.7,8.7,,0.05,0.6,0.4,2.3,8.8,,,0.0,0.1358,0.4825,,82.4,-68.2,0.57,
MPLF,Marble Point Loan Finance Ltd,Financials,Closed End Investments,$0.4985,,2.8753,,,,,,4.8,,,,,0.9,0.9,17.8,,,,0.0,,,,5.97,7.5,0.11,
MAC,Marechale Capital PLC,Financials,Investment Services,£0.018,,,,,,,,,,,,,0.5,0.8,,,,,-0.4,-0.0195,10.9306,,-19.1,-4.5,-0.07,
MKS,Marks & Spencer Group PLC,Consumer Discretionary,Diversified Retailers,£2.3645,0.98386,2.5028,11.7,8.4,14.1,12.9,13.5,7.4,29.2,20.9,2.8,,1.7,1.0,,,Hold,Hold,618.3,0.0316,0.1890,,128,36.3,1.05,
